Domain,StartTime,StartDay,StartHour,PingOutput
espncricinfo.com,29:27.1,16,7,Request timed out
facebook.com,29:30.9,16,7,4
flipkart.com,29:30.9,16,7,240
cricbuzz.com,29:31.1,16,7,253
hurriyet.com.tr,29:31.4,16,7,158
aliexpress.com,29:31.6,16,7,115
hurriyet.com.tr,29:31.7,16,7,158
amazon.es,29:31.9,16,7,109
flipkart.com,29:32.0,16,7,281
india.com,29:32.3,16,7,5
mail.ru,29:32.3,16,7,204
adobe.com,29:32.7,16,7,5
mail.ru,29:32.7,16,7,217
medicalnewstoday.com,29:32.9,16,7,2
allegro.pl,29:33.0,16,7,137
medlineplus.gov,29:33.1,16,7,3
clevelandclinic.org,29:33.1,16,7,27
apple.com,29:33.2,16,7,3
britannica.com,29:33.2,16,7,Request timed out
kinopoisk.ru,29:36.9,16,7,307
finance.yahoo.com,29:37.4,16,7,Request timed out
naver.com,29:41.3,16,7,Request timed out
amazon.co.jp,29:45.4,16,7,55
ebay.com,29:45.4,16,7,Request timed out
cnn.com,29:49.3,16,7,4
americanas.com.br,29:49.4,16,7,Request timed out
adobe.com,29:53.4,16,7,79
cdc.gov,29:53.4,16,7,Request timed out
merriam-webster.com,29:57.3,16,7,3
booking.com,29:57.4,16,7,Request timed out
investing.com,30:01.4,16,7,14
amazon.de,30:01.4,16,7,110
ebay.com,30:01.5,16,7,Request timed out
espncricinfo.com,30:05.3,16,7,Request timed out
amazon.es,30:09.4,16,7,109
investing.com,30:09.5,16,7,12
ikea.com,30:09.5,16,7,13
hm.com,30:09.6,16,7,4
canva.com,30:09.6,16,7,14
amazon.co.jp,30:09.7,16,7,56
marca.com,30:09.7,16,7,109
ilovepdf.com,30:09.8,16,7,12
allegro.pl,30:09.9,16,7,137
bestbuy.com,30:10.0,16,7,29
etsy.com,30:10.1,16,7,5
dictionary.com,30:10.1,16,7,4
indiamart.com,30:10.1,16,7,13
adobe.com,30:10.2,16,7,4
americanas.com.br,30:10.2,16,7,Request timed out
